,Type,SampleID,SiteID,Date,Code,Taxon,Abundance,Alkalinity
841,L,1668034,103733,15/09/2010,FR009H,Fragilaria capucina var. gracilis,4,3
842,L,1668034,103733,15/09/2010,AD009A,Achnanthidium microcephalum,30,3
843,L,1668034,103733,15/09/2010,NI043A,Nitzschia inconspicua,1,3
844,L,1668034,103733,15/09/2010,NA023A,Navicula gregaria,1,3
845,L,1668034,103733,15/09/2010,NA038A,Navicula arvensis,1,3
846,L,1668034,103733,15/09/2010,FR009A,Fragilaria capucina,8,3
847,L,1668034,103733,15/09/2010,TA001A,Tabellaria flocculosa,18,3
848,L,1668035,103734,15/09/2010,AC151A,Achnanthes abundans,2,13
849,L,1668035,103734,15/09/2010,NA751A,Navicula cryptotenella,1,13
850,L,1668035,103734,15/09/2010,ZZZ959,Achnanthidium minutissimum,32,13
851,L,1668035,103734,15/09/2010,NI015A,Nitzschia dissipata,1,13
852,L,1668035,103734,15/09/2010,AC083A,Achnanthes laevis,1,13
853,L,1668035,103734,15/09/2010,NA042A,Navicula minima,1,13
854,L,1668035,103734,15/09/2010,TA001A,Tabellaria flocculosa,7,13
855,L,1668035,103734,15/09/2010,AC143A,Achnanthes oblongella,2,13
856,L,1668035,103734,15/09/2010,NI025A,Nitzschia recta,1,13
857,L,1668035,103734,15/09/2010,SY013A,Synedra tenera,37,13
858,L,1668035,103734,15/09/2010,NI166A,Nitzschia sociabilis,1,13
859,L,1668035,103734,15/09/2010,GO001A,Gomphonema olivaceum,2,13
860,L,1668035,103734,15/09/2010,GO013A,Gomphonema parvulum,1,13
861,L,1668035,103734,15/09/2010,AD009A,Achnanthidium microcephalum,48,13
862,L,1668035,103734,15/09/2010,CM013A,Cymbella helvetica,3,13
863,L,1668035,103734,15/09/2010,NI009A,Nitzschia palea,1,13
864,L,1668035,103734,15/09/2010,DT9999,Diatoma sp.,2,13
865,L,1668035,103734,15/09/2010,CM004A,Cymbella microcephala,17,13
866,L,1668035,103734,15/09/2010,NI031A,Nitzschia linearis,2,13
867,L,1668035,103734,15/09/2010,ME015A,Melosira varians,1,13
868,L,1668035,103734,15/09/2010,SY009A,Synedra nana,8,13
869,L,1668035,103734,15/09/2010,BR010A,Brachysira neoexilis,52,13
870,L,1668035,103734,15/09/2010,DE001A,Denticula tenuis,12,13
871,L,1668035,103734,15/09/2010,EY016A,Encyonema silesiacum,3,13
872,L,1668035,103734,15/09/2010,CY9999,Cyclotella sp.,64,13
873,L,1668035,103734,15/09/2010,FR009A,Fragilaria capucina,2,13
874,L,1668035,103734,15/09/2010,GO080A,Gomphonema pumilum,3,13
875,L,1668035,103734,15/09/2010,HN001A,Hannaea arcus,1,13
876,L,1668035,103734,15/09/2010,FR007A,Fragilaria vaucheriae,1,13
877,L,1668141,202906,30/09/2010,AC151A,Achnanthes abundans,2,2
878,L,1668141,202906,30/09/2010,FR009H,Fragilaria capucina var. gracilis,11,2
879,L,1668141,202906,30/09/2010,BR006A,Brachysira brebissonii,1,2
880,L,1668141,202906,30/09/2010,PI011A,Pinnularia microstauron,2,2
881,L,1668141,202906,30/09/2010,ZZZ835,Achnanthidium minutissimum type,38,2
882,L,1668141,202906,30/09/2010,BR001A,Brachysira vitrea,3,2
883,L,1668141,202906,30/09/2010,ZZZ852,Psammothidium helveticum,7,2
884,L,1668141,202906,30/09/2010,BR010A,Brachysira neoexilis,18,2
885,L,1668141,202906,30/09/2010,TA002A,Tabellaria fenestrata,16,2
886,L,1668141,202906,30/09/2010,ZZZ835,Achnanthidium minutissimum type,151,2
887,L,1668141,202906,30/09/2010,CY9999,Cyclotella sp.,17,2
888,L,1668141,202906,30/09/2010,TF003A,Tryblionella apiculata,1,2
889,L,1668141,202906,30/09/2010,CM014A,Cymbella aequalis,1,2
890,L,1668141,202906,30/09/2010,DT004A,Diatoma tenue,3,2
891,L,1668141,202906,30/09/2010,SY013A,Synedra tenera,37,2
892,L,1668141,202906,30/09/2010,EU009A,Eunotia exigua,2,2
893,L,1668141,202906,30/09/2010,CM018A,Cymbella gracilis,2,2
894,L,1668141,202906,30/09/2010,NE003A,Neidium affine,1,2
895,L,1668141,202906,30/09/2010,TA001A,Tabellaria flocculosa,17,2
896,L,1668141,202906,30/09/2010,NI009A,Nitzschia palea,4,2
897,L,1668141,202906,30/09/2010,GO9999,Gomphonema sp.,2,2
898,L,1668141,202906,30/09/2010,EU070A,Eunotia bilunaris,3,2
899,L,1668141,202906,30/09/2010,BR011A,Brachysira procera,9,2
900,L,1668141,202906,30/09/2010,EY017A,Encyonema gracile,2,2
901,L,1668141,202906,30/09/2010,FR007A,Fragilaria vaucheriae,4,2
902,L,1668165,233796,15/09/2010,AC037A,Achnanthes biasolettiana,6,3
903,L,1668165,233796,15/09/2010,BR001A,Brachysira vitrea,14,3
904,L,1668165,233796,15/09/2010,CV001A,Cavinula cocconeiformis,8,3
905,L,1668165,233796,15/09/2010,AC023A,Achnanthes conspicua,2,3
906,L,1668165,233796,15/09/2010,NA751A,Navicula cryptotenella,4,3
907,L,1668165,233796,15/09/2010,FR060A,Fragilaria tenera,20,3
908,L,1668165,233796,15/09/2010,CY9999,Cyclotella sp.,1,3
909,L,1668165,233796,15/09/2010,TA001A,Tabellaria flocculosa,138,3
910,L,1668165,233796,15/09/2010,NI9999,Nitzschia sp.,1,3
911,L,1668165,233796,15/09/2010,FR009A,Fragilaria capucina,5,3
912,L,1668165,233796,15/09/2010,FR009H,Fragilaria capucina var. gracilis,3,3
913,L,1668165,233796,15/09/2010,ZZZ921,Psammothidium sp.,5,3
914,L,1668165,233796,15/09/2010,EY017A,Encyonema gracile,1,3
915,L,1668165,233796,15/09/2010,AC9999,Achnanthes sp.,6,3
916,L,1668165,233796,15/09/2010,NI043A,Nitzschia inconspicua,1,3
917,L,1668165,233796,15/09/2010,AU003A,Aulacoseira granulata,2,3
918,L,1668165,233796,15/09/2010,AC136A,Achnanthes subatomoides,10,3
919,L,1668165,233796,15/09/2010,FR007A,Fragilaria vaucheriae,3,3
920,L,1668165,233796,15/09/2010,SS003A,Staurosirella leptostauron,3,3
921,L,1668165,233796,15/09/2010,ZZZ835,Achnanthidium minutissimum type,101,3
922,L,1668165,233796,15/09/2010,DT004A,Diatoma tenue,4,3
923,L,1668165,233796,15/09/2010,SS002A,Staurosirella pinnata,5,3
924,L,1668165,233796,15/09/2010,ZZZ893,Planothidium rostratum,1,3
925,L,1668165,233796,15/09/2010,EY011A,Encyonema minutum,2,3
926,L,1668165,233796,15/09/2010,AM012A,Amphora pediculus,2,3
927,L,1668165,233796,15/09/2010,EU9999,Eunotia sp.,2,3
928,L,1668165,233796,15/09/2010,FR026A,Fragilaria bidens,2,3
929,L,1668165,233796,15/09/2010,EY016A,Encyonema silesiacum,3,3
930,L,1668166,302233,15/09/2010,AC151A,Achnanthes abundans,2,8
931,L,1668166,302233,15/09/2010,NA9999,Navicula sp.,1,8
932,L,1668166,302233,15/09/2010,AC023A,Achnanthes conspicua,1,8
933,L,1668166,302233,15/09/2010,NI015A,Nitzschia dissipata,1,8
934,L,1668166,302233,15/09/2010,NI052A,Nitzschia heufleriana,1,8
935,L,1668166,302233,15/09/2010,EU9999,Eunotia sp.,4,8
936,L,1668166,302233,15/09/2010,NI009A,Nitzschia palea,1,8
937,L,1668166,302233,15/09/2010,CM013A,Cymbella helvetica,6,8
938,L,1668166,302233,15/09/2010,NI005A,Nitzschia perminuta,2,8
939,L,1668166,302233,15/09/2010,SY013A,Synedra tenera,10,8
940,L,1668166,302233,15/09/2010,AC035A,Achnanthes pusilla,5,8
941,L,1668166,302233,15/09/2010,GO050A,Gomphonema minutum,5,8
942,L,1668166,302233,15/09/2010,NI9999,Nitzschia sp.,1,8
943,L,1668166,302233,15/09/2010,EY017A,Encyonema gracile,3,8
944,L,1668166,302233,15/09/2010,AC9999,Achnanthes sp.,1,8
945,L,1668166,302233,15/09/2010,ZZZ949,Psammothidium subatomoides,4,8
946,L,1668166,302233,15/09/2010,AC9999,Achnanthes sp.,3,8
947,L,1668166,302233,15/09/2010,GO9999,Gomphonema sp.,1,8
948,L,1668166,302233,15/09/2010,RH9999,Rhopalodia sp.,2,8
949,L,1668166,302233,15/09/2010,EP001A,Epithemia sorex,8,8
950,L,1668166,302233,15/09/2010,GO006A,Gomphonema acuminatum,2,8
951,L,1668166,302233,15/09/2010,ZZZ835,Achnanthidium minutissimum type,147,8
952,L,1668166,302233,15/09/2010,CM022A,Cymbella affinis,1,8
953,L,1668166,302233,15/09/2010,BR010A,Brachysira neoexilis,11,8
954,L,1668166,302233,15/09/2010,FR064A,Fragilaria exigua,5,8
955,L,1668166,302233,15/09/2010,NA751A,Navicula cryptotenella,2,8
956,L,1668166,302233,15/09/2010,CM004A,Cymbella microcephala,26,8
957,L,1668166,302233,15/09/2010,FR009A,Fragilaria capucina,3,8
958,L,1668166,302233,15/09/2010,BR011A,Brachysira procera,3,8
959,L,1668166,302233,15/09/2010,EU111A,Eunotia soleirolii,6,8
960,L,1668166,302233,15/09/2010,EP9999,Epithemia sp.,5,8
961,L,1668166,302233,15/09/2010,DE001A,Denticula tenuis,3,8
962,L,1668166,302233,15/09/2010,TA001A,Tabellaria flocculosa,12,8
963,L,1668166,302233,15/09/2010,ZZZ848,Placoneis sp.,1,8
964,L,1668166,302233,15/09/2010,NA003A,Navicula radiosa,1,8
965,L,1668166,302233,15/09/2010,CM9999,Cymbella sp.,2,8
966,L,1668166,302233,15/09/2010,FR007A,Fragilaria vaucheriae,23,8
967,L,1668166,302233,15/09/2010,DT004A,Diatoma tenue,4,8
968,L,1668166,302233,15/09/2010,GO023A,Gomphonema truncatum,1,8
969,L,1669404,132300,26/11/2010,NI015A,Nitzschia dissipata,1,7
970,L,1669404,132300,26/11/2010,GO080A,Gomphonema pumilum,2,7
971,L,1669404,132300,26/11/2010,FR060A,Fragilaria tenera,3,7
972,L,1669404,132300,26/11/2010,RE001A,Reimeria sinuata,1,7
973,L,1669404,132300,26/11/2010,AM012A,Amphora pediculus,1,7
974,L,1669404,132300,26/11/2010,EY016A,Encyonema silesiacum,5,7
975,L,1669404,132300,26/11/2010,GO052A,Gomphonema olivaceoides,2,7
976,L,1669404,132300,26/11/2010,AC083A,Achnanthes laevis,2,7
977,L,1669404,132300,26/11/2010,CY9999,Cyclotella sp.,2,7
978,L,1669404,132300,26/11/2010,NA045A,Navicula bryophila,9,7
979,L,1669404,132300,26/11/2010,ZZZ959,Achnanthidium minutissimum,269,7
980,L,1669404,132300,26/11/2010,AC143A,Achnanthes oblongella,5,7
981,L,1669404,132300,26/11/2010,EY002A,Encyonema caespitosum,2,7
982,L,1669404,132300,26/11/2010,FR007A,Fragilaria vaucheriae,1,7
983,L,1669404,132300,26/11/2010,FR010A,Fragilaria constricta fo. constricta,1,7
984,L,1669404,132300,26/11/2010,CV001A,Cavinula cocconeiformis,2,7
985,L,1669404,132300,26/11/2010,NI008A,Nitzschia frustulum,6,7
986,L,1669404,132300,26/11/2010,FR001A,Fragilaria pinnata,1,7
987,L,1669404,132300,26/11/2010,FR002A,Fragilaria construens,1,7
988,L,1669406,327565,26/11/2010,GO003A,Gomphonema angustatum,2,5
989,L,1669406,327565,26/11/2010,NI009A,Nitzschia palea,1,5
990,L,1669406,327565,26/11/2010,BR006A,Brachysira brebissonii,1,5
991,L,1669406,327565,26/11/2010,ZZZ835,Achnanthidium minutissimum type,181,5
992,L,1669406,327565,26/11/2010,GO013C,Gomphonema parvulum var. exilissimum,2,5
993,L,1669406,327565,26/11/2010,GO050A,Gomphonema minutum,2,5
994,L,1669406,327565,26/11/2010,DT004A,Diatoma tenue,5,5
995,L,1669406,327565,26/11/2010,NA045A,Navicula bryophila,1,5
996,L,1669406,327565,26/11/2010,DE001A,Denticula tenuis,1,5
997,L,1669406,327565,26/11/2010,FR009G,Fragilaria capucina var. rumpens,2,5
998,L,1669406,327565,26/11/2010,GO029A,Gomphonema clavatum,1,5
999,L,1669406,327565,26/11/2010,AC083A,Achnanthes laevis,1,5
1000,L,1669406,327565,26/11/2010,EY016A,Encyonema silesiacum,5,5
1001,L,1669406,327565,26/11/2010,FR009H,Fragilaria capucina var. gracilis,20,5
1002,L,1669406,327565,26/11/2010,EY015A,Encyonema reichardtii,1,5
1003,L,1669406,327565,26/11/2010,AM012A,Amphora pediculus,1,5
1004,L,1669406,327565,26/11/2010,ST9999,Stephanodiscus sp.,3,5
1005,L,1669406,327565,26/11/2010,GO052A,Gomphonema olivaceoides,6,5
1006,L,1669406,327565,26/11/2010,SY013A,Synedra tenera,5,5
1007,L,1669406,327565,26/11/2010,TA001A,Tabellaria flocculosa,6,5
1008,L,1669406,327565,26/11/2010,UN9995,Centric undif.,2,5
1009,L,1669406,327565,26/11/2010,GO9999,Gomphonema sp.,3,5
1010,L,1669406,327565,26/11/2010,ZZZ941,Diatoma problematica,1,5
1011,L,1669406,327565,26/11/2010,ZZZ835,Achnanthidium minutissimum type,74,5
1012,L,1669815,301817,09/09/2010,DT004A,Diatoma tenue,1,7
1013,L,1669815,301817,09/09/2010,FR005A,Fragilaria virescens,4,7
1014,L,1669815,301817,09/09/2010,BR010A,Brachysira neoexilis,3,7
1015,L,1669815,301817,09/09/2010,ZZZ855,Psammothidium levanderi,16,7
1016,L,1669815,301817,09/09/2010,CM007A,Cymbella cymbiformis,5,7
1017,L,1669815,301817,09/09/2010,PI9999,Pinnularia sp.,2,7
1018,L,1669815,301817,09/09/2010,GO066A,Gomphonema tergestinum,1,7
1019,L,1669815,301817,09/09/2010,EY011A,Encyonema minutum,2,7
1020,L,1669815,301817,09/09/2010,BR001A,Brachysira vitrea,5,7
1021,L,1669815,301817,09/09/2010,FR009A,Fragilaria capucina,4,7
1022,L,1669815,301817,09/09/2010,RC002A,Rhoicosphenia abbreviata,2,7
1023,L,1669815,301817,09/09/2010,ZZZ835,Achnanthidium minutissimum type,189,7
1024,L,1669815,301817,09/09/2010,EU110A,Eunotia minor,1,7
1025,L,1669815,301817,09/09/2010,EY016A,Encyonema silesiacum,2,7
1026,L,1669815,301817,09/09/2010,EY002A,Encyonema caespitosum,2,7
1027,L,1669815,301817,09/09/2010,SY004A,Synedra parasitica,1,7
1028,L,1669815,301817,09/09/2010,FR009L,Fragilaria capucina var. amphicephala,5,7
1029,L,1669815,301817,09/09/2010,SS003A,Staurosirella leptostauron,8,7
1030,L,1669815,301817,09/09/2010,FR060A,Fragilaria tenera,19,7
1031,L,1669815,301817,09/09/2010,FR009H,Fragilaria capucina var. gracilis,10,7
1032,L,1669815,301817,09/09/2010,GO023A,Gomphonema truncatum,1,7
1033,L,1669815,301817,09/09/2010,FR007A,Fragilaria vaucheriae,7,7
1034,L,1669815,301817,09/09/2010,TA001A,Tabellaria flocculosa,52,7
1035,L,1669819,301820,09/09/2010,AC037A,Achnanthes biasolettiana,13,2
1036,L,1669819,301820,09/09/2010,AC006A,Achnanthes clevei,2,2
1037,L,1669819,301820,09/09/2010,UN9999,Unknown diatom,4,2
1038,L,1669819,301820,09/09/2010,AC016A,Achnanthes delicatula,1,2
1039,L,1669819,301820,09/09/2010,AC163A,Achnanthes helvetica,33,2
1040,L,1669819,301820,09/09/2010,AC001R,Achnanthes lanceolata subsp. frequentissima,2,2
1041,L,1669819,301820,09/09/2010,NI044A,Nitzschia intermedia,3,2
1042,L,1669819,301820,09/09/2010,CM038A,Cymbella delicatula,5,2
1043,L,1669819,301820,09/09/2010,SY013A,Synedra tenera,8,2
1044,L,1669819,301820,09/09/2010,FR042A,Fragilaria nitzschioides,44,2
1045,L,1669819,301820,09/09/2010,AC136A,Achnanthes subatomoides,10,2
1046,L,1669819,301820,09/09/2010,GO006C,Gomphonema acuminatum var. coronatum,1,2
1047,L,1669819,301820,09/09/2010,GO004A,Gomphonema gracile,4,2
1048,L,1669819,301820,09/09/2010,CM047A,Cymbella incerta,1,2
1049,L,1669819,301820,09/09/2010,CM047A,Cymbella incerta,2,2
1050,L,1669819,301820,09/09/2010,RC002A,Rhoicosphenia abbreviata,2,2
1051,L,1669819,301820,09/09/2010,BR006A,Brachysira brebissonii,2,2
1052,L,1669819,301820,09/09/2010,ZZZ920,Psammothidium lauenburgianum,5,2
1053,L,1669819,301820,09/09/2010,ZZZ835,Achnanthidium minutissimum type,120,2
1054,L,1669819,301820,09/09/2010,EU018A,Eunotia formica,1,2
1055,L,1669819,301820,09/09/2010,BR010A,Brachysira neoexilis,5,2
1056,L,1669819,301820,09/09/2010,LU003A,Luticola goeppertiana,2,2
1057,L,1669819,301820,09/09/2010,NA042A,Navicula minima,1,2
1058,L,1669819,301820,09/09/2010,FR009A,Fragilaria capucina,3,2
1059,L,1669819,301820,09/09/2010,ZZZ842,Fragilaria perminuta,3,2
1060,L,1669819,301820,09/09/2010,TA001A,Tabellaria flocculosa,17,2
1061,L,1669819,301820,09/09/2010,BR001A,Brachysira vitrea,11,2
1062,L,1669819,301820,09/09/2010,SY003A,Synedra acus,1,2
1063,L,1669819,301820,09/09/2010,CV001A,Cavinula cocconeiformis,1,2
1064,L,1669819,301820,09/09/2010,FR009H,Fragilaria capucina var. gracilis,8,2
1065,L,1669819,301820,09/09/2010,SS002A,Staurosirella pinnata,1,2
1066,L,1669819,301820,09/09/2010,EU047A,Eunotia incisa,1,2
1067,L,1669819,301820,09/09/2010,NI008A,Nitzschia frustulum,5,2
1068,L,1669819,301820,09/09/2010,FF003A,Fragilariforma constricta,1,2
1069,L,1669819,301820,09/09/2010,EU070A,Eunotia bilunaris,2,2
1070,L,1669819,301820,09/09/2010,FR026A,Fragilaria bidens,1,2
1071,L,1669819,301820,09/09/2010,NI002A,Nitzschia fonticola,1,2
1072,L,1669819,301820,09/09/2010,CM9999,Cymbella sp.,9,2
1073,L,1669819,301820,09/09/2010,SL002A,Sellaphora seminulum,1,2
1074,L,1669819,301820,09/09/2010,CY003A,Cyclotella meneghiniana,3,2
1075,L,1669819,301820,09/09/2010,NI014A,Nitzschia amphibia,1,2
1076,L,1669819,301820,09/09/2010,FR007A,Fragilaria vaucheriae,2,2
1077,L,1669819,301820,09/09/2010,FR009L,Fragilaria capucina var. amphicephala,1,2
1078,L,1669819,301820,09/09/2010,GO050A,Gomphonema minutum,1,2
1079,L,1670044,301827,14/09/2010,FR009B,Fragilaria capucina var. mesolepta,2,69
1080,L,1670044,301827,14/09/2010,ZZZ835,Achnanthidium minutissimum type,188,69
1081,L,1670044,301827,14/09/2010,ZZZ897,Planothidium lanceolatum,1,69
1082,L,1670044,301827,14/09/2010,UN9995,Centric undif.,3,69
1083,L,1670044,301827,14/09/2010,EY016A,Encyonema silesiacum,4,69
1084,L,1670044,301827,14/09/2010,FR026A,Fragilaria bidens,1,69
1085,L,1670044,301827,14/09/2010,NA751A,Navicula cryptotenella,29,69
1086,L,1670044,301827,14/09/2010,ZZZ953,Karayevia laterostrata,1,69
1087,L,1670044,301827,14/09/2010,GO080A,Gomphonema pumilum,17,69
1088,L,1670044,301827,14/09/2010,FR009H,Fragilaria capucina var. gracilis,1,69
1089,L,1670044,301827,14/09/2010,CM004A,Cymbella microcephala,21,69
1090,L,1670044,301827,14/09/2010,EY011A,Encyonema minutum,1,69
1091,L,1670044,301827,14/09/2010,CM006A,Cymbella cistula,1,69
1092,L,1670044,301827,14/09/2010,FR002E,Fragilaria construens var. subsalina,8,69
1093,L,1670044,301827,14/09/2010,DT022A,Diatoma moniliformis,1,69
1094,L,1670044,301827,14/09/2010,FR018A,Fragilaria elliptica,11,69
1095,L,1670044,301827,14/09/2010,AM012A,Amphora pediculus,1,69
1096,L,1670044,301827,14/09/2010,FR007A,Fragilaria vaucheriae,2,69
1097,L,1670044,301827,14/09/2010,FR001A,Fragilaria pinnata,8,69
1098,L,1670044,301827,14/09/2010,DT004A,Diatoma tenue,1,69
1099,L,1670044,301827,14/09/2010,CO001C,Cocconeis placentula var. lineata,4,69
1100,L,1670044,301827,14/09/2010,YH001A,Ctenophora pulchella,8,69
1101,L,1672962,4978,17/09/2010,GO073A,Gomphonema angustum,118,82
1102,L,1672962,4978,17/09/2010,EY016A,Encyonema silesiacum,1,82
1103,L,1672962,4978,17/09/2010,CO005A,Cocconeis pediculus,2,82
1104,L,1672962,4978,17/09/2010,AM011A,Amphora libyca,1,82
1105,L,1672962,4978,17/09/2010,NI002A,Nitzschia fonticola,1,82
1106,L,1672962,4978,17/09/2010,RC002A,Rhoicosphenia abbreviata,50,82
1107,L,1672962,4978,17/09/2010,NA771A,Navicula cryptotenelloides,8,82
1108,L,1672962,4978,17/09/2010,FR009G,Fragilaria capucina var. rumpens,4,82
1109,L,1672962,4978,17/09/2010,GO001A,Gomphonema olivaceum,2,82
1110,L,1672962,4978,17/09/2010,CO001C,Cocconeis placentula var. lineata,4,82
1111,L,1672962,4978,17/09/2010,FR009A,Fragilaria capucina,39,82
1112,L,1672962,4978,17/09/2010,ACHD-02,Achnanthidium pyrenaicum,1,82
1113,L,1672962,4978,17/09/2010,CO001A,Cocconeis placentula,4,82
1114,L,1672962,4978,17/09/2010,RE001A,Reimeria sinuata,1,82
1115,L,1672962,4978,17/09/2010,CM004A,Cymbella microcephala,9,82
1116,L,1672962,4978,17/09/2010,GO029A,Gomphonema clavatum,1,82
1117,L,1672962,4978,17/09/2010,GO050A,Gomphonema minutum,6,82
1118,L,1672962,4978,17/09/2010,FR009H,Fragilaria capucina var. gracilis,8,82
1119,L,1672962,4978,17/09/2010,ZZZ911,Achnanthidium subatomus,1,82
1120,L,1672962,4978,17/09/2010,ZZZ959,Achnanthidium minutissimum,58,82
1121,L,1672962,4978,17/09/2010,CM022A,Cymbella affinis,6,82
1122,L,1672962,4978,17/09/2010,GO013C,Gomphonema parvulum var. exilissimum,2,82
1123,L,1672962,4978,17/09/2010,FR007A,Fragilaria vaucheriae,2,82
1124,L,1672962,4978,17/09/2010,FR009B,Fragilaria capucina var. mesolepta,3,82
1125,L,1673430,301825,07/10/2010,AC9999,Achnanthes sp.,6,10
1126,L,1673430,301825,07/10/2010,ZZZ949,Psammothidium subatomoides,9,10
1127,L,1673430,301825,07/10/2010,BR010A,Brachysira neoexilis,3,10
1128,L,1673430,301825,07/10/2010,FR007A,Fragilaria vaucheriae,1,10
1129,L,1673430,301825,07/10/2010,ZZZ835,Achnanthidium minutissimum type,238,10
1130,L,1673430,301825,07/10/2010,UN9995,Centric undif.,2,10
1131,L,1673430,301825,07/10/2010,GO073A,Gomphonema angustum,10,10
1132,L,1673430,301825,07/10/2010,EP007A,Epithemia adnata,1,10
1133,L,1673430,301825,07/10/2010,GO050A,Gomphonema minutum,1,10
1134,L,1673430,301825,07/10/2010,NI031A,Nitzschia linearis,1,10
1135,L,1673430,301825,07/10/2010,CM027A,Cymbella leptoceras,19,10
1136,L,1673430,301825,07/10/2010,FR064A,Fragilaria exigua,1,10
1137,L,1673430,301825,07/10/2010,CM004A,Cymbella microcephala,13,10
1138,L,1673430,301825,07/10/2010,GO9999,Gomphonema sp.,2,10
1139,L,1673430,301825,07/10/2010,EY016A,Encyonema silesiacum,1,10
1140,L,1673430,301825,07/10/2010,EY017A,Encyonema gracile,2,10
1141,L,1673430,301825,07/10/2010,SS002A,Staurosirella pinnata,1,10
1142,L,1673430,301825,07/10/2010,BR001A,Brachysira vitrea,1,10
1143,L,1673430,301825,07/10/2010,EU9999,Eunotia sp.,4,10
1144,L,1673430,301825,07/10/2010,CO001A,Cocconeis placentula,2,10
1145,L,1673430,301825,07/10/2010,NI9999,Nitzschia sp.,2,10
1146,L,1673430,301825,07/10/2010,NI008A,Nitzschia frustulum,1,10
1147,L,1673430,301825,07/10/2010,CM9999,Cymbella sp.,5,10
1148,L,1673430,301825,07/10/2010,PI9999,Pinnularia sp.,1,10
1149,L,1673430,301825,07/10/2010,NA134A,Navicula subminuscula,2,10
1150,L,1673430,301825,07/10/2010,NA042A,Navicula minima,2,10
1151,L,1673430,301825,07/10/2010,EU110A,Eunotia minor,1,10
1152,L,1673430,301825,07/10/2010,ZZZ888,Rossithidium petersenii,5,10
1153,L,1687452,113117,11/10/2010,AC141A,Achnanthes bioretii,10,1
1154,L,1687452,113117,11/10/2010,EU009A,Eunotia exigua,19,1
1155,L,1687452,113117,11/10/2010,AS001A,Asterionella formosa,10,1
1156,L,1687452,113117,11/10/2010,BA001A,Bacillaria paradoxa,1,1
1157,L,1687452,113117,11/10/2010,TA001A,Tabellaria flocculosa,103,1
1158,L,1687452,113117,11/10/2010,CM9999,Cymbella sp.,1,1
1159,L,1687452,113117,11/10/2010,NA007A,Navicula cryptocephala,4,1
1160,L,1687452,113117,11/10/2010,BR006A,Brachysira brebissonii,2,1
1161,L,1687452,113117,11/10/2010,PE002A,Peronia fibula,3,1
1162,L,1687452,113117,11/10/2010,ZZZ835,Achnanthidium minutissimum type,4,1
1163,L,1687452,113117,11/10/2010,UN9999,Unknown diatom,6,1
1164,L,1687452,113117,11/10/2010,EU110A,Eunotia minor,195,1
1165,L,1687452,113117,11/10/2010,FU002A,Frustulia rhomboides,8,1
1166,L,1687452,113117,11/10/2010,FU9999,Frustulia sp.,1,1
1167,L,1687453,300453,11/10/2010,TA002A,Tabellaria fenestrata,7,1
1168,L,1687453,300453,11/10/2010,EY017A,Encyonema gracile,7,1
1169,L,1687453,300453,11/10/2010,BR006A,Brachysira brebissonii,5,1
1170,L,1687453,300453,11/10/2010,NA124A,Navicula molestiformis,1,1
1171,L,1687453,300453,11/10/2010,ZZZ835,Achnanthidium minutissimum type,3,1
1172,L,1687453,300453,11/10/2010,CV001A,Cavinula cocconeiformis,3,1
1173,L,1687453,300453,11/10/2010,LU002A,Luticola cohnii,2,1
1174,L,1687453,300453,11/10/2010,PE002A,Peronia fibula,1,1
1175,L,1687453,300453,11/10/2010,AC143A,Achnanthes oblongella,20,1
1176,L,1687453,300453,11/10/2010,BR010A,Brachysira neoexilis,11,1
1177,L,1687453,300453,11/10/2010,NA751A,Navicula cryptotenella,2,1
1178,L,1687453,300453,11/10/2010,NA462A,Navicula joubaudii,1,1
1179,L,1687453,300453,11/10/2010,EU070A,Eunotia bilunaris,6,1
1180,L,1687453,300453,11/10/2010,EU002A,Eunotia pectinalis,7,1
1181,L,1687453,300453,11/10/2010,AC163A,Achnanthes helvetica,31,1
1182,L,1687453,300453,11/10/2010,HN001A,Hannaea arcus,2,1
1183,L,1687453,300453,11/10/2010,EU009A,Eunotia exigua,5,1
1184,L,1687453,300453,11/10/2010,GO050A,Gomphonema minutum,1,1
1185,L,1687453,300453,11/10/2010,EU110A,Eunotia minor,115,1
1186,L,1687453,300453,11/10/2010,FU027A,Frustulia saxonica,6,1
1187,L,1687453,300453,11/10/2010,CM9999,Cymbella sp.,2,1
1188,L,1687453,300453,11/10/2010,EU011A,Eunotia rhomboidea,10,1
1189,L,1687453,300453,11/10/2010,EU032A,Eunotia serra,1,1
1190,L,1687453,300453,11/10/2010,FA021A,Fallacia subhamulata,4,1
1191,L,1687453,300453,11/10/2010,FR007A,Fragilaria vaucheriae,11,1
1192,L,1687453,300453,11/10/2010,NI198A,Nitzschia lacuum,1,1
1193,L,1687453,300453,11/10/2010,NA009A,Navicula lanceolata,2,1
1194,L,1687453,300453,11/10/2010,UN9999,Unknown diatom,4,1
1195,L,1687453,300453,11/10/2010,NA021A,Navicula cincta,1,1
1196,L,1687453,300453,11/10/2010,TA001A,Tabellaria flocculosa,110,1
1197,L,1687453,300453,11/10/2010,FU002D,Frustulia rhomboides var. amphipleuroides,1,1
1198,L,1687453,300453,11/10/2010,NE9999,Neidium sp.,4,1
1199,L,1687453,300453,11/10/2010,BR001A,Brachysira vitrea,11,1
1200,L,1795592,113117,25/05/2011,EU070A,Eunotia bilunaris,2,1
1201,L,1795592,113117,25/05/2011,AC001R,Achnanthes lanceolata subsp. frequentissima,1,1
